Time,Temperature (°C),Pressure (kPa),Bottom Oil Temperature (°C),Top Oil Temperature (°C),BDV (kV),Health Index (%),Health Classification
4/22/2024,61,118,44,48,70,93,Need Maintenance
4/22/2024,62,113,51,57,60,64,Need Maintenance
4/22/2024,48,116,43,52,73,95,Good
4/22/2024,60,117,43,58,59,76,Need Maintenance
4/22/2024,61,117,49,50,61,68,Good
4/22/2024,63,116,49,50,63,85,Good
4/22/2024,60,120,50,58,61,73,Need Maintenance
4/22/2024,60,115,41,50,76,92,Good
4/22/2024,63,125,51,50,64,70,Need Maintenance
4/22/2024,48,116,50,50,78,83,Good
4/22/2024,48,129,45,51,79,92,Good
4/22/2024,47,129,42,50,79,93,Good
4/22/2024,47,127,43,48,74,95,Good
4/22/2024,47,125,43,47,75,95,Good
4/22/2024,59,117,43,51,72,75,Need Maintenance
4/22/2024,62,111,52,58,61,64,Bad
4/22/2024,60,117,47,50,68,78,Need_Maintenance
4/22/2024,47,116,47,49,79,90,Good
4/22/2024,54,121,51,48,65,86,Good
4/22/2024,63,121,52,58,65,79,Need Maintenance
4/22/2024,52,115,45,54,74,82,Need Maintenance
4/22/2024,48,128,43,47,73,93,Good
4/22/2024,70,125,48,58,58,61,Need_Maintenance
4/22/2024,47,127,43,49,76,91,Good
4/22/2024,50,126,43,49,78,93,Good
4/22/2024,68,117,53,58,64,72,Bad
4/22/2024,59,119,47,58,62,80,Need Maintenance
4/22/2024,48,117,50,51,73,80,Need Maintenance
4/22/2024,47,124,42,47,79,94,Good
4/22/2024,48,124,45,49,77,88,Good
4/22/2024,47,127,43,50,78,95,Good
4/22/2024,47,121,44,48,73,72,Need Maintenance
4/22/2024,62,115,51,50,74,71,Bad
4/22/2024,50,128,44,51,79,92,Good
4/22/2024,48,118,53,58,78,80,Good
4/22/2024,59,118,44,51,76,80,Need Maintenance
4/22/2024,49,124,42,47,78,95,Good
4/22/2024,60,124,45,56,73,71,Need Maintenance
4/22/2024,66,118,52,58,64,75,Bad
4/22/2024,48,112,43,48,69,92,Good
4/22/2024,47,121,43,56,66,82,Good
4/22/2024,49,127,43,47,79,95,Good
4/22/2024,58,116,51,58,61,72,Need Maintenance
4/22/2024,69,113,51,58,55,59,Bad
4/22/2024,47,120,43,48,78,93,Good
4/22/2024,63,113,51,52,75,60,Need Maintenance
4/22/2024,66,110,51,58,55,60,Need Maintenance
4/22/2024,65,111,53,57,58,55,Bad
4/22/2024,49,127,42,46,74,94,Good
4/22/2024,58,115,51,56,64,79,Need Maintenance
4/22/2024,66,119,45,57,77,76,Good
4/22/2024,66,117,50,58,62,64,Need_Maintenance
4/22/2024,64,115,49,50,61,73,Good
4/22/2024,50,114,45,51,70,90,Good
4/22/2024,49,120,43,52,77,92,Good
4/22/2024,69,108,53,58,55,60,Bad
4/22/2024,66,113,51,58,62,60,Bad
4/22/2024,52,126,45,50,71,92,Need Maintenance
4/22/2024,47,126,40,49,77,94,Good
4/22/2024,48,127,42,50,79,95,Good
4/22/2024,47,118,44,51,76,95,Good
4/22/2024,47,129,40,49,72,95,Good
4/22/2024,67,110,53,54,57,63,Bad
4/22/2024,48,126,41,49,77,89,Good
4/22/2024,68,116,50,58,57,55,Bad
4/22/2024,70,110,47,58,55,65,Bad
4/22/2024,58,120,52,56,63,75,Need_Maintenance
4/22/2024,47,129,43,47,77,93,Good
4/22/2024,61,119,42,52,73,71,Bad
4/22/2024,63,115,49,58,61,65,Bad
4/22/2024,47,118,46,54,65,81,Good
4/22/2024,63,117,44,57,62,74,Bad
4/22/2024,48,128,42,49,75,95,Good
4/22/2024,62,123,52,57,64,81,Need Maintenance
4/22/2024,51,129,40,46,78,95,Good
4/22/2024,59,118,52,58,58,79,Need Maintenance
4/22/2024,63,120,51,57,60,72,Need Maintenance
4/22/2024,48,115,43,50,76,92,Good
4/22/2024,64,113,47,58,58,73,Bad
4/22/2024,47,124,44,51,78,88,Good
4/22/2024,64,124,50,50,65,71,Good
4/22/2024,65,114,52,58,61,68,Bad
4/22/2024,60,120,42,58,78,83,Need_Maintenance
4/22/2024,65,113,50,57,63,71,Bad
4/22/2024,54,112,53,58,73,73,Need Maintenance
4/22/2024,62,116,49,55,63,62,Need Maintenance
4/22/2024,59,120,42,51,67,63,Good
4/22/2024,47,126,41,49,79,92,Good
4/22/2024,48,124,42,51,71,93,Good
4/22/2024,60,118,50,57,63,93,Need Maintenance
4/22/2024,47,121,50,50,77,71,Good
4/22/2024,49,128,42,50,75,94,Good
4/22/2024,49,117,43,51,74,70,Good
4/22/2024,47,128,42,49,68,92,Good
4/22/2024,55,125,46,53,77,95,Good
4/22/2024,47,126,46,48,77,95,Good
4/22/2024,51,126,45,49,76,91,Good
4/22/2024,69,108,53,58,57,63,Bad
4/22/2024,62,124,52,58,62,74,Bad
4/22/2024,50,125,42,49,77,95,Good
4/22/2024,51,123,40,48,76,83,Good
4/22/2024,63,121,50,58,63,77,Need Maintenance
4/22/2024,52,115,46,52,79,85,Good
4/22/2024,59,114,50,58,64,93,Need_Maintenance
4/22/2024,48,118,43,57,77,84,Good
4/22/2024,50,126,43,51,76,95,Good
4/22/2024,60,117,47,51,75,71,Good
4/22/2024,70,111,53,58,61,58,Bad
4/22/2024,59,124,49,57,66,88,Need Maintenance
4/22/2024,64,120,50,57,58,71,Bad
4/22/2024,65,122,41,50,60,92,Good
4/22/2024,70,110,51,58,56,55,Bad
4/22/2024,64,120,49,58,64,86,Need Maintenance
4/22/2024,64,111,53,58,59,71,Bad
4/22/2024,63,118,53,51,61,76,Need Maintenance
4/22/2024,57,114,51,50,76,75,Need Maintenance
4/22/2024,59,123,43,52,64,72,Bad
4/22/2024,47,127,43,50,78,95,Good
4/22/2024,47,129,41,49,78,92,Good
4/22/2024,57,119,48,58,62,76,Need Maintenance
4/22/2024,65,108,49,58,60,65,Bad
4/22/2024,58,117,50,49,78,92,Good
4/22/2024,64,115,43,58,61,84,Need Maintenance
4/22/2024,59,122,45,53,64,75,Need_Maintenance
4/22/2024,70,108,52,58,64,55,Bad
4/22/2024,66,113,53,58,55,72,Bad
4/22/2024,58,119,52,58,69,67,Need Maintenance
4/22/2024,66,112,46,52,68,74,Bad
4/22/2024,62,116,46,50,62,66,Need Maintenance
4/22/2024,70,115,53,58,55,55,Bad
4/22/2024,61,114,51,58,60,73,Need Maintenance
4/22/2024,67,110,52,58,61,70,Bad
4/22/2024,66,117,53,58,62,67,Need Maintenance
4/22/2024,65,122,51,57,63,75,Need Maintenance
4/22/2024,47,124,44,50,78,94,Good
4/22/2024,65,120,53,58,60,63,Bad
4/22/2024,48,117,44,50,77,91,Good
4/22/2024,70,114,51,58,57,71,Bad
4/22/2024,48,127,43,51,79,95,Good
4/22/2024,47,124,42,47,78,93,Good
4/22/2024,70,108,53,58,61,55,Bad
4/22/2024,48,127,43,48,79,94,Good
4/22/2024,68,119,48,58,60,76,Need Maintenance
4/22/2024,59,117,52,57,63,77,Need_Maintenance
4/22/2024,47,127,43,52,74,95,Good
4/22/2024,48,117,45,57,64,77,Need Maintenance
4/22/2024,47,127,42,49,77,90,Good
4/22/2024,47,128,40,49,73,95,Good
4/22/2024,47,126,44,48,79,89,Good
4/22/2024,47,121,42,48,78,83,Good
4/22/2024,48,128,42,52,76,95,Good
4/22/2024,50,127,44,48,72,92,Good
4/22/2024,69,108,47,58,55,59,Bad
4/22/2024,65,124,53,58,60,75,Need Maintenance
4/22/2024,63,125,44,48,78,68,Need Maintenance
4/22/2024,50,118,49,50,74,70,Good
4/22/2024,54,123,45,51,76,93,Good
4/22/2024,57,123,51,57,67,75,Good
4/22/2024,50,119,46,51,79,76,Good
4/22/2024,57,122,50,58,63,82,Need Maintenance
4/22/2024,50,127,44,49,63,83,Good
4/22/2024,50,113,42,50,75,93,Good
4/22/2024,47,126,43,47,77,93,Good
4/22/2024,50,127,40,48,78,95,Good
4/22/2024,47,127,43,47,77,91,Good
4/22/2024,48,124,45,48,78,95,Good
4/22/2024,56,118,52,56,62,77,Need Maintenance
4/22/2024,66,118,52,57,61,79,Need Maintenance
4/22/2024,47,128,42,49,77,90,Good
4/22/2024,50,126,40,48,78,95,Good
4/22/2024,49,129,44,49,72,95,Good
4/22/2024,63,125,51,57,63,71,Need_Maintenance
4/22/2024,59,118,44,52,63,78,Need_Maintenance
4/22/2024,59,119,44,51,78,88,Good
4/22/2024,49,125,42,50,75,93,Good
4/22/2024,65,108,53,58,57,60,Bad
4/22/2024,48,128,40,48,79,93,Good
4/22/2024,48,122,41,49,76,95,Good
4/22/2024,60,120,42,57,60,85,Need Maintenance
4/22/2024,52,119,44,48,73,94,Good
4/22/2024,51,129,44,50,69,90,Good
4/22/2024,63,112,50,57,60,65,Good
4/22/2024,64,116,49,49,64,84,Good
4/22/2024,47,128,43,49,77,95,Good
4/22/2024,66,121,43,58,63,71,Need Maintenance
4/22/2024,54,123,52,58,64,78,Need Maintenance
4/22/2024,67,110,53,58,56,58,Bad
4/22/2024,50,126,43,48,74,93,Good
4/22/2024,58,116,52,57,73,92,Need Maintenance
4/22/2024,47,127,45,51,75,93,Good
4/22/2024,47,120,43,48,75,88,Good
4/22/2024,67,113,53,58,60,75,Bad
4/22/2024,47,129,41,50,78,95,Good
4/22/2024,48,126,41,50,79,95,Good
4/22/2024,48,118,44,51,75,90,Need Maintenance
4/22/2024,47,129,42,49,78,95,Good
4/22/2024,47,114,45,49,78,76,Need_Maintenance
4/22/2024,47,123,43,51,65,93,Good
4/22/2024,50,127,40,48,73,91,Good
4/22/2024,64,126,43,51,78,92,Good
4/22/2024,47,123,42,47,76,92,Good
4/22/2024,60,108,52,58,63,77,Need_Maintenance
4/22/2024,47,117,41,49,74,93,Good
4/22/2024,53,116,46,51,68,79,Bad
4/22/2024,50,117,43,49,71,75,Good
4/22/2024,64,118,43,53,64,78,Bad
4/22/2024,48,127,42,51,78,92,Good
4/22/2024,57,113,45,57,62,82,Need Maintenance
4/22/2024,50,128,42,46,79,95,Good
4/22/2024,51,126,42,49,77,95,Good
4/22/2024,47,119,45,58,60,78,Need_Maintenance
4/22/2024,47,127,41,49,79,93,Good
4/22/2024,48,126,42,52,75,91,Need Maintenance
4/22/2024,48,120,44,50,76,72,Good
4/22/2024,47,125,44,52,79,93,Good
4/22/2024,48,127,43,49,71,76,Good
4/22/2024,47,129,42,47,79,94,Good
4/22/2024,62,111,44,48,76,79,Good
4/22/2024,58,120,51,50,66,90,Need Maintenance
4/22/2024,56,124,44,57,64,93,Need Maintenance
4/22/2024,48,129,44,47,76,95,Good
4/22/2024,49,120,44,49,76,92,Good
4/22/2024,61,112,53,51,66,68,Bad
4/22/2024,59,117,42,52,76,95,Need Maintenance
4/22/2024,60,128,45,52,74,77,Good
4/22/2024,69,111,51,58,63,63,Bad
4/22/2024,48,117,48,49,63,82,Good
4/22/2024,48,114,43,49,77,95,Good
4/22/2024,51,121,42,49,75,95,Good
4/22/2024,66,110,53,58,55,76,Bad
4/22/2024,64,120,45,51,79,81,Need_Maintenance
4/22/2024,47,129,40,45,79,95,Good
4/22/2024,63,115,49,57,61,72,Need Maintenance
4/22/2024,49,122,42,53,77,67,Good
4/22/2024,47,129,42,49,78,92,Good
4/22/2024,49,129,45,47,75,95,Good
4/22/2024,61,122,42,58,61,67,Need Maintenance
4/22/2024,51,129,45,51,76,90,Good
4/22/2024,62,113,53,58,61,72,Bad
4/22/2024,47,128,43,48,78,94,Good
4/22/2024,47,129,41,47,79,93,Good
4/22/2024,65,112,52,57,60,74,Bad
4/22/2024,62,119,44,51,75,77,Need_Maintenance
4/22/2024,49,128,44,51,79,92,Good
4/22/2024,59,122,52,57,62,74,Need Maintenance
4/22/2024,52,128,45,50,74,79,Good
4/22/2024,52,123,43,51,78,90,Good
4/22/2024,60,119,52,54,63,73,Need Maintenance
4/22/2024,47,117,45,52,74,90,Good
4/22/2024,66,112,51,58,66,63,Bad
4/22/2024,60,119,52,52,78,79,Need_Maintenance
4/22/2024,59,122,52,58,63,85,Need Maintenance
4/22/2024,47,128,46,50,78,95,Good
4/22/2024,63,124,52,50,61,88,Good
4/22/2024,48,129,45,50,75,95,Good
4/22/2024,67,121,53,57,58,77,Need Maintenance
4/22/2024,65,114,50,58,63,68,Need_Maintenance
4/22/2024,47,129,40,47,79,95,Good
4/22/2024,47,126,41,51,72,95,Good
4/22/2024,49,125,42,51,74,90,Good
4/22/2024,49,127,44,50,79,87,Good
4/22/2024,59,119,42,51,77,79,Good
4/22/2024,63,118,51,57,63,75,Need Maintenance
4/22/2024,61,117,53,58,58,75,Need_Maintenance
4/22/2024,59,121,43,57,62,86,Need Maintenance
4/22/2024,62,115,50,58,61,73,Need_Maintenance
4/22/2024,70,108,50,58,60,77,Bad
4/22/2024,48,116,44,48,79,90,Good
4/22/2024,59,116,51,57,55,68,Need Maintenance
4/22/2024,58,118,53,58,60,77,Need_Maintenance
4/22/2024,70,108,53,58,58,65,Bad
4/22/2024,50,129,40,45,79,95,Good
4/22/2024,64,117,42,51,62,85,Good
4/22/2024,61,113,50,58,59,65,Bad
4/22/2024,66,121,52,58,65,87,Need Maintenance
4/22/2024,53,120,44,52,75,95,Good
4/22/2024,47,128,41,50,79,93,Good
4/22/2024,48,114,43,51,70,79,Good
4/22/2024,48,124,43,49,79,95,Good
4/22/2024,55,124,44,58,62,82,Need_Maintenance
4/22/2024,56,118,51,58,60,65,Need Maintenance
4/22/2024,47,122,44,50,75,95,Good
4/22/2024,67,116,43,56,73,74,Good
4/22/2024,66,111,53,58,58,65,Bad
4/22/2024,62,128,49,58,78,80,Need Maintenance
4/22/2024,62,117,50,48,75,90,Bad
4/22/2024,49,128,43,50,71,94,Good
4/22/2024,50,126,45,51,75,89,Good
4/22/2024,50,124,44,51,75,95,Good
4/22/2024,47,128,42,48,76,95,Good
4/22/2024,70,108,53,58,55,55,Bad
4/22/2024,47,127,41,49,77,93,Good
4/22/2024,47,126,44,50,70,91,Good
4/22/2024,65,115,51,56,66,82,Need Maintenance
4/22/2024,49,127,41,50,77,95,Good
4/22/2024,65,122,51,55,67,82,Good
4/22/2024,70,110,53,58,59,63,Bad
4/22/2024,60,114,50,56,59,76,Bad
4/22/2024,48,127,43,48,75,95,Good
4/22/2024,47,125,41,50,75,95,Good
4/22/2024,54,116,50,54,56,75,Need Maintenance
4/22/2024,47,121,45,47,76,95,Good
4/22/2024,60,117,51,48,71,92,Good
4/22/2024,67,111,48,56,58,78,Bad
4/22/2024,66,116,44,51,71,77,Bad
4/22/2024,47,129,41,50,75,95,Good
4/22/2024,47,126,45,50,77,82,Need_Maintenance
4/22/2024,47,116,42,51,77,95,Good
4/22/2024,59,123,46,49,74,79,Good
4/22/2024,62,122,52,58,68,83,Good
4/22/2024,57,117,49,58,64,79,Need Maintenance
4/22/2024,50,111,44,49,74,92,Good
4/22/2024,70,116,53,58,65,80,Bad
4/22/2024,47,120,43,47,75,92,Good
4/22/2024,47,129,43,49,77,95,Good
4/22/2024,47,129,40,47,79,87,Good
4/22/2024,50,118,43,48,78,76,Good
4/22/2024,59,129,45,49,75,86,Need Maintenance
4/22/2024,68,117,52,58,60,78,Need Maintenance
4/22/2024,62,113,48,58,70,72,Bad
4/22/2024,50,126,42,49,68,88,Good
4/22/2024,63,119,52,58,64,72,Need_Maintenance
4/22/2024,50,126,44,51,78,91,Good
4/22/2024,49,117,43,52,66,79,Good
4/22/2024,47,127,41,46,79,95,Good
4/22/2024,59,124,44,53,76,79,Need Maintenance
4/22/2024,61,117,43,50,79,93,Need Maintenance
4/22/2024,68,112,53,58,56,75,Bad
4/22/2024,48,129,44,50,79,84,Good
4/22/2024,50,116,41,58,66,80,Good
4/22/2024,62,115,43,58,63,74,Need_Maintenance
4/22/2024,64,117,46,50,76,83,Good
4/22/2024,62,120,46,52,62,93,Good
4/22/2024,61,116,48,56,63,72,Need Maintenance
4/22/2024,47,118,41,49,79,93,Good
4/22/2024,63,113,50,58,62,81,Bad
4/22/2024,50,128,43,48,77,95,Good
4/22/2024,47,127,42,47,77,92,Good
4/22/2024,60,121,52,57,63,85,Need Maintenance
4/22/2024,47,126,40,47,79,95,Good
4/22/2024,51,128,45,51,70,89,Good
4/22/2024,61,118,52,57,64,88,Need Maintenance
4/22/2024,50,128,44,50,76,93,Good
4/22/2024,67,108,53,58,55,59,Bad
4/22/2024,56,120,44,53,65,88,Need_Maintenance
4/22/2024,48,120,43,51,77,90,Need Maintenance
4/22/2024,67,120,44,52,76,91,Good
4/22/2024,66,116,49,55,59,70,Bad
4/22/2024,62,116,49,50,61,95,Need Maintenance
4/22/2024,64,119,53,58,61,74,Need Maintenance
4/22/2024,63,120,47,49,77,86,Need Maintenance
4/22/2024,61,116,52,58,60,63,Need Maintenance
4/22/2024,57,127,41,52,74,70,Good
4/22/2024,47,128,41,50,78,89,Good
4/22/2024,70,108,50,58,55,60,Bad
4/22/2024,58,126,43,50,73,95,Good
4/22/2024,47,126,43,51,79,95,Good
4/22/2024,49,129,42,51,73,95,Need_Maintenance
4/22/2024,61,112,53,58,71,73,Bad
4/22/2024,48,120,42,52,78,87,Need Maintenance
4/22/2024,58,116,44,58,60,71,Need Maintenance
4/22/2024,47,116,42,50,77,91,Good
4/22/2024,70,112,52,58,57,56,Bad
4/22/2024,59,123,51,58,64,82,Need Maintenance
4/22/2024,62,119,50,58,63,77,Need_Maintenance
4/22/2024,47,125,43,50,76,88,Good
4/22/2024,47,123,44,58,60,75,Need Maintenance
4/22/2024,47,123,46,48,76,79,Need Maintenance
4/22/2024,68,116,48,57,62,63,Bad
4/22/2024,58,112,50,53,63,69,Need Maintenance
4/22/2024,65,114,52,58,60,64,Bad
4/22/2024,66,118,41,48,74,94,Good
4/22/2024,55,119,43,49,72,85,Good
4/22/2024,60,118,51,54,58,84,Need Maintenance
4/22/2024,62,121,49,58,64,83,Good
4/22/2024,68,125,51,58,64,79,Bad
4/22/2024,47,128,42,48,77,93,Good
4/22/2024,52,126,41,51,73,94,Good
4/22/2024,50,127,42,51,70,94,Good
4/22/2024,65,118,52,58,59,82,Need_Maintenance
4/22/2024,47,128,44,47,79,95,Good
4/22/2024,70,120,52,57,66,68,Need Maintenance
4/22/2024,65,113,45,58,65,68,Need Maintenance
4/22/2024,50,117,41,50,70,84,Need Maintenance
4/22/2024,59,116,44,58,57,81,Need Maintenance
4/22/2024,49,120,43,49,72,75,Good
4/22/2024,61,123,49,55,66,76,Need Maintenance
4/22/2024,47,128,44,49,79,95,Good
4/22/2024,47,125,45,49,75,83,Good
4/22/2024,47,127,45,50,79,93,Good
4/22/2024,59,111,51,58,62,72,Need_Maintenance
4/22/2024,61,129,49,54,74,85,Need Maintenance
4/22/2024,56,116,50,57,66,89,Need_Maintenance
4/22/2024,66,119,50,57,65,70,Bad
4/22/2024,59,121,46,51,75,77,Good
4/22/2024,61,117,44,49,72,90,Need Maintenance
4/22/2024,66,122,46,57,59,81,Need Maintenance
4/22/2024,64,118,42,49,71,93,Bad
4/22/2024,68,110,51,58,55,55,Bad
4/22/2024,64,114,51,50,64,78,Bad
4/22/2024,63,121,41,49,72,74,Need Maintenance
4/22/2024,65,117,46,50,75,95,Bad
4/22/2024,47,120,51,50,73,85,Need Maintenance
4/22/2024,65,114,45,58,62,69,Bad
4/22/2024,66,112,50,58,58,74,Bad
4/22/2024,70,108,53,58,57,55,Bad
4/22/2024,60,122,50,55,66,84,Bad
4/22/2024,58,124,51,57,66,83,Need_Maintenance
4/22/2024,56,129,44,49,73,75,Need Maintenance
4/22/2024,47,119,44,49,76,75,Good
4/22/2024,59,117,51,58,58,82,Need Maintenance
4/22/2024,61,119,51,58,59,68,Bad
4/22/2024,47,123,45,49,76,95,Good
4/22/2024,57,119,46,58,61,83,Need Maintenance
4/22/2024,51,128,41,51,78,93,Good
4/22/2024,47,126,42,49,79,95,Good
4/22/2024,60,119,53,57,63,83,Good
4/22/2024,70,113,53,58,55,62,Bad
4/22/2024,54,121,50,58,63,69,Need Maintenance
4/22/2024,47,126,44,47,73,95,Good
4/22/2024,65,113,51,58,61,83,Bad
4/22/2024,59,119,41,50,65,81,Good
4/22/2024,47,128,44,45,79,95,Good
4/22/2024,62,117,52,58,65,74,Need_Maintenance
4/22/2024,60,120,47,51,79,74,Need_Maintenance
4/22/2024,62,122,51,55,66,94,Good
4/22/2024,59,116,51,53,62,72,Bad
4/22/2024,65,112,53,52,64,69,Bad
4/22/2024,50,124,40,52,75,93,Need Maintenance
4/22/2024,49,127,42,49,76,95,Good
4/22/2024,48,125,45,50,74,91,Good
4/22/2024,47,128,44,48,75,87,Good
4/22/2024,48,125,41,49,74,95,Good
4/22/2024,56,123,45,55,69,81,Need_Maintenance
4/22/2024,47,127,44,48,77,89,Good
4/22/2024,49,116,45,49,75,85,Good
4/22/2024,48,129,40,48,78,90,Good
4/22/2024,56,116,52,58,66,73,Need Maintenance
4/22/2024,48,123,45,52,79,95,Good
4/22/2024,60,115,51,58,63,81,Need Maintenance
4/22/2024,47,122,49,52,76,94,Bad
4/22/2024,57,122,52,56,66,69,Need Maintenance
4/22/2024,47,127,44,50,77,95,Good
4/22/2024,64,117,53,52,64,72,Bad
4/22/2024,61,114,49,58,60,82,Bad
4/22/2024,63,116,44,50,71,72,Bad
4/22/2024,47,129,43,49,69,95,Good
4/22/2024,49,126,44,51,75,87,Good
4/22/2024,48,122,47,51,75,86,Need_Maintenance
4/22/2024,47,127,41,51,79,95,Need_Maintenance
4/22/2024,48,129,42,51,79,88,Good
4/22/2024,48,129,42,50,76,95,Good
4/22/2024,48,125,43,50,72,94,Good
4/22/2024,49,127,43,52,77,91,Good
4/22/2024,50,125,47,51,75,94,Good
4/22/2024,48,125,43,50,75,88,Good
4/22/2024,70,108,51,58,64,56,Bad
4/22/2024,54,127,44,49,72,94,Good
4/22/2024,68,108,53,58,56,64,Bad
4/22/2024,66,115,47,58,62,69,Good
4/22/2024,47,127,41,51,75,94,Good
4/22/2024,49,122,43,49,77,95,Good
4/22/2024,47,129,43,50,77,93,Need Maintenance
4/22/2024,60,111,50,52,62,85,Bad
4/22/2024,65,113,53,53,61,66,Bad
4/22/2024,63,117,46,58,75,80,Bad
4/22/2024,60,117,52,58,61,68,Bad
4/22/2024,64,116,51,58,59,65,Need_Maintenance
4/22/2024,61,115,50,58,63,75,Need Maintenance
4/22/2024,69,116,50,58,61,81,Bad
4/22/2024,47,125,41,49,79,88,Good
4/22/2024,47,128,40,50,76,95,Good
4/22/2024,61,114,51,58,61,71,Bad
4/22/2024,60,122,44,49,71,74,Need Maintenance
4/22/2024,47,127,44,50,79,91,Good
4/22/2024,63,115,52,48,76,82,Good
4/22/2024,56,118,50,58,74,80,Need Maintenance
4/22/2024,48,126,40,48,75,92,Good
4/22/2024,48,124,44,49,72,79,Good
4/22/2024,62,123,51,56,65,80,Good
4/22/2024,47,127,44,49,75,77,Need Maintenance
4/22/2024,63,114,51,58,63,67,Bad
4/22/2024,47,128,46,48,79,91,Good
4/22/2024,47,127,42,49,78,95,Good
4/22/2024,51,128,43,49,79,92,Good
4/22/2024,60,115,43,58,67,77,Need Maintenance
4/22/2024,50,127,40,50,78,93,Good
4/22/2024,56,120,44,50,78,95,Good
4/22/2024,59,124,53,57,69,78,Bad
4/22/2024,49,128,42,49,75,95,Good
4/22/2024,47,128,44,50,79,94,Good
4/22/2024,51,121,43,53,78,79,Good
4/22/2024,47,114,42,51,78,88,Good
4/22/2024,66,113,53,58,60,55,Bad
4/22/2024,69,111,52,58,61,62,Bad
4/22/2024,47,128,41,52,78,93,Good
4/22/2024,47,128,41,48,77,92,Good
4/22/2024,70,108,50,58,57,66,Bad
4/22/2024,47,124,45,47,73,95,Good
4/22/2024,65,125,50,50,63,72,Need Maintenance
4/22/2024,69,109,53,58,60,56,Bad
4/22/2024,50,116,44,47,75,94,Good
4/22/2024,49,124,40,49,74,88,Good
4/22/2024,48,115,43,57,65,83,Need_Maintenance
4/22/2024,66,111,50,58,63,75,Bad
4/22/2024,67,112,53,58,57,67,Bad
4/22/2024,59,114,52,56,63,80,Need Maintenance
4/22/2024,52,121,44,58,58,89,Need Maintenance
4/22/2024,62,122,53,58,61,66,Need_Maintenance
4/22/2024,58,122,52,50,60,80,Bad
4/22/2024,67,119,50,58,69,80,Need Maintenance
4/22/2024,66,122,48,56,60,83,Need Maintenance
4/22/2024,60,113,45,48,77,73,Need_Maintenance
4/22/2024,64,119,50,58,65,77,Bad
4/22/2024,59,114,48,58,65,80,Need Maintenance
4/22/2024,70,121,53,58,59,64,Bad
4/22/2024,63,118,50,58,55,69,Need Maintenance
4/22/2024,51,115,42,58,73,90,Good
4/22/2024,48,129,42,47,73,95,Good
4/22/2024,47,126,41,49,79,92,Good
4/22/2024,64,119,49,58,63,81,Need_Maintenance
4/22/2024,49,127,43,50,76,95,Need Maintenance
4/22/2024,59,114,49,56,65,81,Bad
4/22/2024,48,127,44,50,75,94,Good
4/22/2024,59,125,46,52,73,90,Good
4/22/2024,65,117,44,57,67,80,Need Maintenance
4/22/2024,69,111,53,58,59,61,Bad
4/22/2024,47,126,40,49,74,94,Good
4/22/2024,65,124,52,57,58,70,Need Maintenance
4/22/2024,49,127,42,51,74,94,Good
4/22/2024,60,112,44,51,72,84,Need Maintenance
4/22/2024,47,126,41,49,78,92,Good
4/22/2024,64,114,51,58,63,76,Need_Maintenance
4/22/2024,48,113,43,54,76,92,Good
4/22/2024,61,117,52,57,59,82,Need Maintenance
4/22/2024,57,116,52,55,59,66,Need Maintenance
4/22/2024,69,115,49,58,58,79,Good
4/22/2024,52,119,53,55,61,68,Need Maintenance
4/22/2024,61,118,43,49,78,88,Need Maintenance
4/22/2024,66,121,43,49,61,70,Good
4/22/2024,47,128,42,46,77,92,Good
4/22/2024,48,128,43,49,72,91,Good
4/22/2024,52,126,43,50,76,95,Good
4/22/2024,65,116,51,58,70,72,Bad
4/22/2024,61,118,53,58,74,72,Need Maintenance
4/22/2024,58,121,49,58,67,78,Need Maintenance
4/22/2024,59,115,52,57,63,80,Need Maintenance
4/22/2024,65,113,52,57,67,73,Bad
4/22/2024,47,127,45,51,76,95,Good
4/22/2024,47,124,42,50,75,91,Good
4/22/2024,64,120,50,49,77,82,Good
4/22/2024,48,125,43,50,75,94,Good
4/22/2024,52,114,43,50,61,89,Good
4/22/2024,48,127,41,48,77,91,Good
4/22/2024,50,129,43,49,73,91,Good
4/22/2024,64,116,50,57,62,58,Bad
4/22/2024,62,119,51,57,67,74,Good
4/22/2024,49,112,50,54,74,92,Good
4/22/2024,59,117,48,56,69,71,Need Maintenance
4/22/2024,62,115,44,58,60,82,Need Maintenance
4/22/2024,56,123,51,58,68,87,Need_Maintenance
4/22/2024,50,125,45,48,72,95,Good
4/22/2024,48,128,42,51,77,86,Good
4/22/2024,49,128,44,50,79,93,Good
4/22/2024,49,122,42,50,77,93,Need Maintenance
4/22/2024,56,125,46,58,60,81,Need Maintenance
4/22/2024,58,124,45,56,76,80,Good
4/22/2024,58,119,42,49,60,78,Need_Maintenance
4/22/2024,47,125,40,47,79,94,Good
4/22/2024,48,119,44,48,79,92,Good
4/22/2024,48,123,50,49,76,94,Need Maintenance
4/22/2024,50,129,44,48,77,90,Good
4/22/2024,51,128,44,48,73,91,Good
4/22/2024,50,119,43,48,74,95,Good
4/22/2024,62,127,42,47,76,93,Good
4/22/2024,48,115,44,51,76,73,Good
4/22/2024,52,117,45,50,72,85,Good
4/22/2024,66,110,53,58,56,63,Bad
4/22/2024,47,127,40,47,79,95,Good
4/22/2024,62,118,51,58,60,73,Bad
4/22/2024,68,111,53,58,58,61,Bad
4/22/2024,63,110,52,58,63,67,Bad
4/22/2024,61,117,44,55,61,92,Good
4/22/2024,47,126,42,49,76,90,Good
4/22/2024,57,118,45,51,74,86,Need Maintenance
